Attributes,Adj Close,Close,High,Low,Open,Volume
Symbols,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2017-01-03,27.372365951538086,29.037500381469727,29.082500457763672,28.690000534057617,28.950000762939453,115127600.0
2017-01-04,27.341724395751953,29.0049991607666,29.127500534057617,28.9375,28.962499618530273,84472400.0
2017-01-05,27.480764389038086,29.15250015258789,29.21500015258789,28.952499389648438,28.979999542236328,88774400.0
2017-01-06,27.787128448486328,29.477500915527344,29.540000915527344,29.11750030517578,29.19499969482422,127007600.0
2017-01-09,28.041645050048828,29.747499465942383,29.857500076293945,29.485000610351562,29.487499237060547,134247600.0
2017-01-10,28.069927215576172,29.77750015258789,29.844999313354492,29.575000762939453,29.6924991607666,97848400.0
2017-01-11,28.22075080871582,29.9375,29.982500076293945,29.649999618530273,29.684999465942383,110354400.0
2017-01-12,28.102916717529297,29.8125,29.825000762939453,29.552499771118164,29.725000381469727,108344800.0
2017-01-13,28.05343246459961,29.760000228881836,29.905000686645508,29.702499389648438,29.77750015258789,104447600.0
2017-01-17,28.2796688079834,30.0,30.059999465942383,29.55500030517578,29.584999084472656,137759200.0
2017-01-18,28.277315139770508,29.997499465942383,30.125,29.927499771118164,30.0,94852000.0
2017-01-19,28.227821350097656,29.94499969482422,30.022499084472656,29.842500686645508,29.850000381469727,102389200.0
2017-01-20,28.2796688079834,30.0,30.112499237060547,29.9325008392334,30.112499237060547,130391600.0
2017-01-23,28.298519134521484,30.020000457763672,30.202499389648438,29.9424991607666,30.0,88200800.0
2017-01-24,28.272598266601562,29.99250030517578,30.024999618530273,29.875,29.887500762939453,92844000.0
2017-01-25,28.72271728515625,30.469999313354492,30.524999618530273,30.06999969482422,30.104999542236328,129510400.0
2017-01-26,28.73685646057129,30.485000610351562,30.610000610351562,30.399999618530273,30.417499542236328,105350400.0
2017-01-27,28.73921012878418,30.487499237060547,30.587499618530273,30.399999618530273,30.53499984741211,82251600.0
2017-01-30,28.663801193237305,30.407499313354492,30.407499313354492,30.165000915527344,30.232500076293945,121510000.0
2017-01-31,28.597814559936523,30.337499618530273,30.34749984741211,30.155000686645508,30.287500381469727,196804000.0
2017-02-01,30.341720581054688,32.1875,32.622501373291016,31.752500534057617,31.75749969482422,447940000.0
2017-02-02,30.289880752563477,32.13249969482422,32.34749984741211,31.94499969482422,31.9950008392334,134841600.0
2017-02-03,30.419496536254883,32.27000045776367,32.29750061035156,32.040000915527344,32.07749938964844,98029200.0
2017-02-06,30.704647064208984,32.5724983215332,32.625,32.224998474121094,32.282501220703125,107383600.0
2017-02-07,30.996877670288086,32.88249969482422,33.022499084472656,32.61249923706055,32.6349983215332,152735200.0
2017-02-08,31.117063522338867,33.0099983215332,33.05500030517578,32.80500030517578,32.837501525878906,92016400.0
2017-02-09,31.34191131591797,33.10499954223633,33.11249923706055,32.779998779296875,32.912498474121094,113399600.0
2017-02-10,31.270906448364258,33.029998779296875,33.23500061035156,33.01250076293945,33.1150016784668,80262000.0
2017-02-13,31.547828674316406,33.3224983215332,33.45500183105469,33.1875,33.27000045776367,92141600.0
2017-02-14,31.95729637145996,33.755001068115234,33.772499084472656,33.3125,33.36750030517578,132904800.0
2017-02-15,32.073272705078125,33.877498626708984,34.067501068115234,33.654998779296875,33.880001068115234,142492400.0
2017-02-16,32.03540802001953,33.837501525878906,33.974998474121094,33.709999084472656,33.91749954223633,90338400.0
2017-02-17,32.12297439575195,33.93000030517578,33.95750045776367,33.775001525878906,33.775001525878906,88792800.0
2017-02-21,32.35492706298828,34.17499923706055,34.1875,33.994998931884766,34.057498931884766,98028800.0
2017-02-22,32.45197677612305,34.27750015258789,34.279998779296875,34.02750015258789,34.10749816894531,83347600.0
2017-02-23,32.314693450927734,34.13249969482422,34.369998931884766,34.07500076293945,34.345001220703125,83152800.0
2017-02-24,32.34546661376953,34.165000915527344,34.165000915527344,33.81999969482422,33.977500915527344,87106400.0
2017-02-27,32.40935134887695,34.23249816894531,34.36000061035156,34.06999969482422,34.28499984741211,81029600.0
2017-02-28,32.42356491088867,34.247501373291016,34.36000061035156,34.17499923706055,34.27000045776367,93931600.0
2017-03-01,33.0862922668457,34.9474983215332,35.037498474121094,34.400001525878906,34.47249984741211,145658400.0
2017-03-02,32.889835357666016,34.7400016784668,35.06999969482422,34.689998626708984,35.0,104844000.0
2017-03-03,33.083919525146484,34.94499969482422,34.95750045776367,34.647499084472656,34.69499969482422,84432400.0
2017-03-06,32.97977828979492,34.834999084472656,34.942501068115234,34.650001525878906,34.842498779296875,87000000.0
2017-03-07,33.022377014160156,34.880001068115234,34.994998931884766,34.6974983215332,34.76499938964844,69785200.0
2017-03-08,32.89930725097656,34.75,34.95000076293945,34.70500183105469,34.73749923706055,74828800.0
2017-03-09,32.82356262207031,34.66999816894531,34.6974983215332,34.26250076293945,34.685001373291016,88623600.0
2017-03-10,32.93243408203125,34.78499984741211,34.84000015258789,34.65999984741211,34.8125,78451200.0
2017-03-13,32.9466438293457,34.79999923706055,34.85749816894531,34.70500183105469,34.712501525878906,69686800.0
2017-03-14,32.89693832397461,34.747501373291016,34.912498474121094,34.709999084472656,34.82500076293945,61236400.0
2017-03-15,33.24485778808594,35.1150016784668,35.1875,34.75749969482422,34.852500915527344,102767200.0
2017-03-16,33.29929733276367,35.17250061035156,35.255001068115234,35.064998626708984,35.18000030517578,76928000.0
2017-03-17,33.133628845214844,34.997501373291016,35.25,34.97249984741211,35.25,175540000.0
2017-03-20,33.4815559387207,35.3650016784668,35.375,35.057498931884766,35.099998474121094,86168000.0
2017-03-21,33.098114013671875,34.959999084472656,35.70000076293945,34.932498931884766,35.52750015258789,158119600.0
2017-03-22,33.47208023071289,35.35499954223633,35.400001525878906,34.939998626708984,34.962501525878906,103440800.0
2017-03-23,33.353736877441406,35.22999954223633,35.39500045776367,35.15250015258789,35.314998626708984,81385200.0
